brake,hand_brake,throttle,steer
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,-0.0
0.0,False,1.0,-0.10000000149011612
0.0,False,1.0,-0.10000000149011612
0.0,False,1.0,-0.10000000149011612
0.0,False,1.0,-0.10000000149011612
0.0,False,1.0,-0.20000000298023224
0.0,False,1.0,-0.20000000298023224
0.0,False,1.0,-0.20000000298023224
0.0,False,1.0,-0.20000000298023224
0.0,False,1.0,-0.30000001192092896
0.0,False,1.0,-0.30000001192092896
0.0,False,1.0,-0.30000001192092896
0.0,False,1.0,-0.4000000059604645
0.0,False,1.0,-0.5
0.0,False,1.0,-0.5
0.0,False,1.0,0.0
0.0,False,1.0,0.0
0.0,False,1.0,0.10000000149011612
0.0,False,1.0,0.10000000149011612
0.0,False,1.0,0.10000000149011612
0.0,False,1.0,0.10000000149011612
0.0,False,1.0,0.10000000149011612
0.0,False,1.0,0.20000000298023224
0.0,False,1.0,0.20000000298023224
0.0,False,1.0,0.30000001192092896
0.0,False,1.0,0.30000001192092896
0.0,False,1.0,0.30000001192092896
0.0,False,1.0,0.30000001192092896
0.0,False,1.0,0.4000000059604645
0.0,False,1.0,0.4000000059604645
0.0,False,1.0,0.4000000059604645
0.0,False,1.0,0.5
0.0,False,1.0,0.5
0.0,False,1.0,0.6000000238418579
0.0,False,1.0,0.6000000238418579
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.699999988079071
0.0,False,1.0,0.0
0.20000000298023224,False,0.0,0.0
0.0,True,0.009999999776482582,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.20000000298023224,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.20000000298023224,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,True,0.0,0.0
0.0,False,0.009999999776482582,0.0
0.0,False,0.019999999552965164,0.0
0.0,False,0.029999999329447746,0.0
0.0,False,0.03999999910593033,0.0
0.0,False,0.05000000074505806,0.0
0.0,False,0.06000000238418579,0.0
0.0,False,0.07000000029802322,0.0
0.0,False,0.07999999821186066,0.0
0.0,False,0.08999999612569809,0.0
0.0,False,0.09999999403953552,0.0
0.0,False,0.10999999195337296,0.0
0.0,False,0.11999998986721039,-0.20000000298023224
0.0,False,0.12999999523162842,-0.20000000298023224
0.0,False,0.0,-0.20000000298023224
0.0,False,0.0,-0.30000001192092896
0.0,False,0.0,-0.30000001192092896
0.0,False,0.0,-0.30000001192092896
0.0,False,0.0,-0.30000001192092896
0.0,False,0.0,-0.4000000059604645
0.0,False,0.0,-0.4000000059604645
0.0,False,0.0,-0.5
0.0,False,0.0,-0.5
0.0,False,0.0,-0.6000000238418579
0.0,False,0.009999999776482582,-0.6000000238418579
0.0,False,0.019999999552965164,-0.6000000238418579
0.0,False,0.029999999329447746,0.0
0.0,False,0.03999999910593033,0.0
0.0,False,0.05000000074505806,-0.0
0.0,False,0.06000000238418579,-0.10000000149011612
0.0,False,0.07000000029802322,-0.10000000149011612
0.0,False,0.07999999821186066,-0.10000000149011612
0.0,False,0.08999999612569809,-0.20000000298023224
0.0,False,0.09999999403953552,-0.20000000298023224
0.0,False,0.10999999195337296,-0.20000000298023224
0.0,False,0.11999998986721039,-0.30000001192092896
0.0,False,0.12999999523162842,-0.4000000059604645
0.0,False,0.14000000059604645,-0.4000000059604645
0.0,False,0.15000000596046448,-0.4000000059604645
0.0,False,0.1600000113248825,-0.5
0.0,False,0.17000001668930054,-0.5
0.0,False,0.18000002205371857,0.0
0.0,False,0.1900000274181366,0.0
0.0,False,0.20000003278255463,0.10000000149011612
0.0,False,0.21000003814697266,0.10000000149011612
0.0,False,0.22000004351139069,0.10000000149011612
0.0,False,0.23000004887580872,0.20000000298023224
0.0,False,0.24000005424022675,0.20000000298023224
0.0,False,0.2500000596046448,0.20000000298023224
0.0,False,0.2600000500679016,0.30000001192092896
0.0,False,0.27000004053115845,0.30000001192092896
0.0,False,0.2800000309944153,0.4000000059604645
0.0,False,0.2900000214576721,0.4000000059604645
0.0,False,0.30000001192092896,0.5
0.0,False,0.3100000023841858,0.5
0.0,False,0.3199999928474426,0.5
0.0,False,0.32999998331069946,0.6000000238418579
0.0,False,0.3399999737739563,0.6000000238418579
0.0,False,0.34999996423721313,0.6000000238418579
0.0,False,0.35999995470046997,0.699999988079071
0.0,False,0.3699999451637268,0.699999988079071
0.0,False,0.37999993562698364,0.699999988079071
0.0,False,0.3899999260902405,0.699999988079071
0.0,False,0.3999999165534973,0.699999988079071
0.0,False,0.40999990701675415,0.699999988079071
0.0,False,0.419999897480011,0.699999988079071
0.0,False,0.4299998879432678,0.699999988079071
0.0,False,0.43999987840652466,0.699999988079071
0.0,False,0.4499998688697815,0.699999988079071
0.0,False,0.45999985933303833,0.699999988079071
0.0,False,0.46999984979629517,0.699999988079071
0.0,False,0.479999840259552,0.699999988079071
0.0,False,0.48999983072280884,0.699999988079071
0.0,False,0.4999998211860657,0.699999988079071
0.0,False,0.5099998116493225,0.699999988079071
0.0,False,0.5199998021125793,0.699999988079071
0.0,False,0.5299997925758362,0.699999988079071
0.0,False,0.539999783039093,0.699999988079071
0.0,False,0.5499997735023499,0.699999988079071
0.0,False,0.5599997639656067,0.699999988079071
0.0,False,0.5699997544288635,0.699999988079071
0.0,False,0.5799997448921204,0.699999988079071
0.0,False,0.5899997353553772,0.699999988079071
0.0,False,0.599999725818634,0.699999988079071
0.0,False,0.6099997162818909,0.699999988079071
0.0,False,0.6199997067451477,0.699999988079071
0.0,False,0.6299996972084045,0.0
0.0,False,0.6399996876716614,0.0
0.0,False,0.6499996781349182,0.0
0.0,False,0.659999668598175,-0.0
0.0,False,0.6699996590614319,-0.10000000149011612
0.0,False,0.6799996495246887,-0.10000000149011612
0.0,False,0.6899996399879456,-0.10000000149011612
0.0,False,0.6999996304512024,-0.20000000298023224
0.0,False,0.7099996209144592,-0.20000000298023224
0.0,False,0.7199996113777161,-0.20000000298023224
0.0,False,0.7299996018409729,-0.30000001192092896
0.0,False,0.7399995923042297,-0.30000001192092896
0.0,False,0.0,-0.4000000059604645
0.20000000298023224,False,0.0,0.0
0.4000000059604645,False,0.0,0.0
0.6000000238418579,False,0.0,0.0
0.800000011920929,False,0.0,0.0
1.0,False,0.0,0.0
1.0,False,0.0,0.0
1.0,False,0.0,0.0
1.0,False,0.0,0.0
1.0,False,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
1.0,True,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
0.0,False,0.0,0.0
